###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**LEAGUE**|**TEAM**|**PF**|**W-1**|**W-2**
:-:|:-:|:-:|:--|:--|:--
173|Francis|True Grit-z|2852.85|NR|NR
174|Esposito|Blue&WhiteDisease-z|2840.3|NR|NR
175|Yzerman|Reggie Dunlop's Puck Bunny Fantasy Team-zo|2836.2|NR|NR
176|Eastern|Carl Seguin-zo|2803.9|NR|NR
177|Bourque|Is this basketball?-zo|2791.95|NR|NR
178|Roy|ELB95-zo|2762.35|NR|NR
179|Western|Tickle My Bickle-zo|2747.35|NR|NR
180|Jagr|Oshie's Eleven-zo|2738.9|NR|NR
181|Bourque|Are You MacKidding Me?-zo|2735.05|NR|NR
182|Lemieux|Cape Town Lions-zo|2729.9|NR|NR
183|Howe|Dusters-zo|2708.7|NR|NR
184|Francis|The New Cheli-O's-z|2678.65|NR|NR
185|Eastern|Drew Bledsoe Ate My Chocolate Pudding-zo|2677.75|NR|NR
186|Jagr|Teemu's Salami-zo|2673.0|NR|NR
187|Yzerman|CCCP Fantasy Team-z|2661.3|NR|NR
188|Sakic|H2H...yay-zo|2617.1|NR|NR
189|Messier|The Wife Beaters.... Oops! Wrong Sport!-zo|2613.4|NR|NR
190|Jagr|McTank-zo|2580.5|NR|NR
191|Yzerman|Survive and Prospal-zo|2560.9|NR|NR
192|Francis|Baby Got Backstrom-zo|2546.7|NR|NR
193|Messier|Cloud9.0.1-zo|2539.25|NR|NR
194|Roy|Bryz's Bears-zo|2519.25|NR|NR
195|Dionne|Facewashington Capitals-zo|2505.8|NR|NR
196|Bourque|Nightmare On Helm Street-zo|2461.1|NR|NR
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

